kind	name	fillColor	label	w	h	category
azure	virtual_machine	compute/Virtual_Machine.svg	Virtual Machine	69	64	Compute
azure	virtual_machines_classic	compute/Virtual_Machines_Classic.svg	Virtual Machines (Classic)	69	64	Compute
azure	vm_images_classic	compute/VM_Images_Classic.svg	VM Images (Classic)	69	64	Compute
azure	vm_scale_sets	compute/VM_Scale_Sets.svg	VM Scale Sets	68	68	Compute
azure	workspaces2	compute/Workspaces2.svg	Workspaces	68	68	Compute
azure	workspaces	compute/Workspaces.svg	Workspaces	65	56	Compute
azure	app_services_containers	containers/App_Services.svg	App Services	64	64	Containers
azure	batch_accounts_containers	containers/Batch_Accounts.svg	Batch Accounts	68	64	Containers
azure	container_instances_containers	containers/Container_Instances.svg	Container Instances	64	69	Containers
azure	container_registries	containers/Container_Registries.svg	Container Registries	68	61	Containers
azure	kubernetes_services_containers	containers/Kubernetes_Services.svg	Kubernetes Services	68	60	Containers
azure	service_fabric_clusters_containers	containers/Service_Fabric_Clusters.svg	Service Fabric Clusters	67	64	Containers
azure	azure_red_hat_openshift	containers/Azure_Red_Hat_OpenShift.svg	Red Hat OpenShift	68	68	Containers
azure	elixir	cxp/Elixir.svg	Elixir	49	68	CXP
azure	elixir_purple	cxp/Elixir_Purple.svg	Elixir Purple	49	68	CXP
azure	cache_redis	databases/Cache_Redis.svg	Cache Redis	64	52	Databases
azure	azure_cosmos_db	databases/Azure_Cosmos_DB.svg	Cosmos DB	64	64	Databases
azure	azure_data_explorer_clusters	databases/Azure_Data_Explorer_Clusters.svg	Data Explorer Clusters	68	68	Databases
azure	data_factory	databases/Data_Factory.svg	Data Factory	68	68	Databases
azure	azure_database_mariadb_server	databases/Azure_Database_MariaDB_Server.svg	Database MariaDB Server	48	64	Databases
azure	azure_database_migration_services	databases/Azure_Database_Migration_Services.svg	Database Migration Services	64	69	Databases
azure	azure_database_mysql_server	databases/Azure_Database_MySQL_Server.svg	Database MySQL Server	48	64	Databases
azure	azure_database_postgresql_server	databases/Azure_Database_PostgreSQL_Server.svg	Database PostgreSQL Server	48	64	Databases
azure	azure_database_postgresql_server_group	databases/Azure_Database_PostgreSQL_Server_Group.svg	Database PostgreSQL Server Group	60	68	Databases
azure	elastic_job_agents	databases/Elastic_Job_Agents.svg	Elastic Job Agents	64	64	Databases
azure	instance_pools	databases/Instance_Pools.svg	Instance Pools	65	64	Databases
azure	managed_database	databases/Managed_Database.svg	Managed Database	68	64	Databases
azure	oracle_database	databases/Oracle_Database.svg	Oracle Database	68	68	Databases
azure	azure_purview_accounts	databases/Azure_Purview_Accounts.svg	Purview Accounts	68	42	Databases
azure	azure_sql	databases/Azure_SQL.svg	SQL	64	46	Databases
azure	sql_data_warehouses	databases/SQL_Data_Warehouses.svg	SQL Data Warehouses	64	65	Databases
azure	sql_database	databases/SQL_Database.svg	SQL Database	48	64	Databases
azure	azure_sql_edge	databases/Azure_SQL_Edge.svg	SQL Edge	68	68	Databases
azure	sql_elastic_pools	databases/SQL_Elastic_Pools.svg	SQL Elastic Pools	68	68	Databases
azure	sql_managed_instance	databases/SQL_Managed_Instance.svg	SQL Managed Instance	65	64	Databases
azure	sql_server	databases/SQL_Server.svg	SQL Server	68	68	Databases
azure	sql_server_registries	databases/SQL_Server_Registries.svg	SQL Server Registries	68	62	Databases
azure	azure_sql_server_stretch_databases	databases/Azure_SQL_Server_Stretch_Databases.svg	SQL Server Stretch Databases	64	65	Databases
azure	azure_sql_vm	databases/Azure_SQL_VM.svg	SQL VM	64	60	Databases
azure	ssis_lift_and_shift_ir	databases/SSIS_Lift_And_Shift_IR.svg	SSIS Lift and Shift IR	62	68	Databases
azure	azure_synapse_analytics_databases	databases/Azure_Synapse_Analytics.svg	Synapse Analytics	60	69	Databases
azure	virtual_clusters	databases/Virtual_Clusters.svg	Virtual Clusters	66	64	Databases
azure	api_connections	devops/API_Connections.svg	API Connections	68	45	DevOps
azure	application_insights	devops/Application_Insights.svg	Application Insights	44	63	DevOps
azure	change_analysis	devops/Change_Analysis.svg	Change Analysis	68	68	DevOps
azure	cloudtest	devops/CloudTest.svg	CloudTest	59	68	DevOps
azure	code_optimization	devops/Code_Optimization.svg	Code Optimization	68	68	DevOps
azure	azure_devops	devops/Azure_DevOps.svg	DevOps	64	64	DevOps
azure	devops_starter	devops/DevOps_Starter.svg	DevOps Starter	68	64	DevOps
azure	devtest_labs	devops/DevTest_Labs.svg	DevTest Labs	66	64	DevOps
azure	lab_accounts	devops/Lab_Accounts.svg	Lab Accounts	65	68	DevOps
azure	lab_services	devops/Lab_Services.svg	Lab Services	66	64	DevOps
azure	all_resources	general/All_Resources.svg	All Resources	64	64	General
azure	backlog	general/Backlog.svg	Backlog	68	60	General
azure	biz_talk	general/Biz_Talk.svg	Biz Talk	69	64	General
azure	blob_block	general/Blob_Block.svg	Blob Block	65	52	General
azure	blob_page	general/Blob_Page.svg	Blob Page	65	52	General
azure	branch	general/Branch.svg	Branch	72	72	General
azure	browser	general/Browser.svg	Browser	65	52	General
azure	bug	general/Bug.svg	Bug	59	64	General
azure	builds	general/Builds.svg	Builds	64	64	General
azure	cache	general/Cache.svg	Cache	64	64	General
azure	code	general/Code.svg	Code	64	52	General
azure	commit	general/Commit.svg	Commit	72	68	General
azure	controls	general/Controls.svg	Controls	56	69	General
azure	controls_horizontal	general/Controls_Horizontal.svg	Controls Horizontal	69	56	General
azure	cost_alerts	general/Cost_Alerts.svg	Cost Alerts	67	56	General
azure	cost_analysis	general/Cost_Analysis.svg	Cost Analysis	60	70	General
azure	cost_budgets	general/Cost_Budgets.svg	Cost Budgets	67	68	General
azure	cost_management	general/Cost_Management.svg	Cost Management	67	60	General
azure	cost_management_and_billing	general/Cost_Management_and_Billing.svg	Cost Management and Billing	68	68	General
azure	counter	general/Counter.svg	Counter	64	52	General
azure	cubes	general/Cubes.svg	Cubes	67	68	General
azure	dashboard	general/Dashboard.svg	Dashboard	68	48	General
azure	dashboard2	general/Dashboard2.svg	Dashboard	68	48	General
azure	dev_console	general/Dev_Console.svg	Dev Console	65	52	General
azure	download	general/Download.svg	Download	64	67	General
azure	error	general/Error.svg	Error	71	68	General
azure	extensions	general/Extensions.svg	Extensions	65	64	General
azure	file	general/File.svg	File	56	69	General
azure	files	general/Files.svg	Files	64	70	General
azure	folder_blank	general/Folder_Blank.svg	Folder Blank	69	56	General
azure	folder_website	general/Folder_Website.svg	Folder Website	68	56	General
azure	free_services	general/Free_Services.svg	Free Services	68	63	General
azure	ftp	general/FTP.svg	FTP	60	48	General
azure	gear	general/Gear.svg	Gear	64	64	General
azure	globe	general/Globe.svg	Globe	56	66	General
azure	globe_error	general/Globe_Error.svg	Globe Error	56	66	General
azure	globe_success	general/Globe_Success.svg	Globe Success	56	66	General
azure	globe_warning	general/Globe_Warning.svg	Globe Warning	56	66	General
azure	guide	general/Guide.svg	Guide	68	68	General
azure	heart	general/Heart.svg	Heart	64	60	General
azure	help_and_support	general/Help_and_Support.svg	Help and Support	56	69	General
azure	image	general/Image.svg	Image	64	44	General
azure	information	general/Information.svg	Information	64	64	General
azure	input_output	general/Input_Output.svg	Input Output	64	55	General
azure	journey_hub	general/Journey_Hub.svg	Journey Hub	60	63	General
azure	launch_portal	general/Launch_Portal.svg	Launch Portal	68	67	General
azure	learn	general/Learn.svg	Learn	48	70	General
azure	load_test	general/Load_Test.svg	Load Test	68	66	General
azure	location	general/Location.svg	Location	40	71	General
azure	log_streaming	general/Log_Streaming.svg	Log Streaming	56	67	General
azure	management_groups	general/Management_Groups.svg	Management Groups	66	64	General
azure	management_portal	general/Management_Portal.svg	Management Portal	60	48	General
azure	marketplace	general/Marketplace.svg	Marketplace	56	64	General
azure	media	general/Media.svg	Media	68	68	General
azure	media_file	general/Media_File.svg	Media File	52	64	General
azure	mobile	general/Mobile.svg	Mobile	40	67	General
azure	mobile_engagement	general/Mobile_Engagement.svg	Mobile Engagement	40	67	General
azure	module	general/Module.svg	Module	64	64	General
azure	power	general/Power.svg	Power	44	68	General
azure	power_up	general/Power_Up.svg	Power Up	68	68	General
azure	powershell	general/Powershell.svg	Powershell	65	52	General
azure	preview	general/Preview.svg	Preview	44	64	General
azure	preview_features	general/Preview_Features.svg	Preview Features	68	68	General
azure	process_explorer	general/Process_Explorer.svg	Process Explorer	70	68	General
azure	production_ready_database	general/Production_Ready_Database.svg	Production Ready Database	48	64	General
azure	quickstart_center	general/Quickstart_Center.svg	Quickstart Center	68	68	General
azure	recent	general/Recent.svg	Recent	68	68	General
azure	reservations	general/Reservations.svg	Reservations	68	68	General
azure	resource_explorer	general/Resource_Explorer.svg	Resource Explorer	68	56	General
azure	resource_group_list	general/Resource_Group_List.svg	Resource Group List	68	67	General
azure	resource_groups	general/Resource_Groups.svg	Resource Groups	68	64	General
azure	resource_linked	general/Resource_Linked.svg	Resource Linked	72	72	General
azure	scale	general/Scale.svg	Scale	60	60	General
azure	scheduler	general/Scheduler.svg	Scheduler	68	68	General
azure	search	general/Search.svg	Search	64	65	General
azure	search_grid	general/Search_Grid.svg	Search Grid	68	67	General
azure	server_farm	general/Server_Farm.svg	Server Farm	64	64	General
azure	service_bus	general/Service_Bus.svg	Service Bus	70	60	General
azure	service_health	general/Service_Health.svg	Service Health	68	64	General
azure	ssd	general/SSD.svg	SSD	66	60	General
azure	storage_azure_files	general/Storage_Azure_Files.svg	Storage Azure Files	64	52	General
azure	storage_container	general/Storage_Container.svg	Storage Container	64	52	General
azure	storage_queue	general/Storage_Queue.svg	Storage Queue	64	52	General
azure	subscriptions	general/Subscriptions.svg	Subscriptions	44	71	General
azure	table	general/Table.svg	Table	64	52	General
azure	tag	general/Tag.svg	Tag	68	67	General
azure	tags	general/Tags.svg	Tags	60	65	General
azure	templates	general/Templates.svg	Templates	56	68	General
azure	tfs_vc_repository	general/TFS_VC_Repository.svg	TFS VC Repository	68	68	General
azure	toolbox	general/Toolbox.svg	Toolbox	64	56	General
azure	troubleshoot	general/Troubleshoot.svg	Troubleshoot	66	68	General
azure	versions	general/Versions.svg	Versions	62	60	General
azure	web_slots	general/Web_Slots.svg	Web Slots	58	64	General
azure	web_test	general/Web_Test.svg	Web Test	72	72	General
azure	website_power	general/Website_Power.svg	Website Power	68	68	General
azure	website_staging	general/Website_Staging.svg	Website Staging	64	70	General
azure	workbooks	general/Workbooks.svg	Workbooks	60	65	General
azure	workflow	general/Workflow.svg	Workflow	68	70	General
azure	azure_operator_5g_core	hybrid_multicloud/Azure_Operator_5G_Core.svg	Azure Operator 5G Core	68	45	HybridAndMulticloud
azure	azure_operator_insights	hybrid_multicloud/Azure_Operator_Insights.svg	Azure Operator Insights	68	68	HybridAndMulticloud
azure	azure_operator_nexus	hybrid_multicloud/Azure_Operator_Nexus.svg	Azure Operator Nexus	68	68	HybridAndMulticloud
azure	azure_operator_service_manager	hybrid_multicloud/Azure_Operator_Service_Manager.svg	Azure Operator Service Manager	68	68	HybridAndMulticloud
azure	azure_programmable_connectivity	hybrid_multicloud/Azure_Programmable_Connectivity.svg	Azure Programmable Connectivity	68	68	HybridAndMulticloud
azure	aad_licenses	identity/AAD_Licenses.svg	AAD Licenses	66	68	Identity
azure	azure_active_directory	identity/Azure_Active_Directory.svg	Active Directory	70	64	Identity
azure	active_directory_connect_health	identity/Active_Directory_Connect_Health.svg	Active Directory Connect Health	69	64	Identity
azure	active_directory_connect_health2	identity/Active_Directory_Connect_Health2.svg	Active Directory Connect Health	68	60	Identity
azure	azure_ad_b2c	identity/Azure_AD_B2C.svg	AD B2C	69	64	Identity
azure	azure_ad_domain_services	identity/Azure_AD_Domain_Services.svg	AD Domain Services	70	64	Identity
azure	azure_ad_identity_protection	identity/Azure_AD_Identity_Protection.svg	AD Identity Protection	68	62	Identity
azure	azure_ad_privilege_identity_management	identity/Azure_AD_Privilege_Identity_Management.svg	AD Privilege Identity Management	68	68	Identity
azure	administrative_units	identity/Administrative_Units.svg	Administrative Units	68	68	Identity
azure	app_registrations	identity/App_Registrations.svg	App Registrations	63	64	Identity
azure	azure_ad_b2c2	identity/Azure_AD_B2C2.svg	Azure AD B2C	68	60	Identity
azure	custom_azure_ad_roles	identity/Custom_Azure_AD_Roles.svg	Custom Azure AD Roles	68	68	Identity
azure	enterprise_applications	identity/Enterprise_Applications.svg	Enterprise Applications	64	64	Identity
azure	entra_connect	identity/Entra_Connect.svg	Entra Connect	68	64	Identity
azure	entra_domain_services	identity/Entra_Domain_Services.svg	Entra Domain Services	68	68	Identity
azure	entra_global_secure_access	identity/Entra_Global_Secure_Access.svg	Entra Global Secure Access	68	68	Identity
azure	entra_id_protection	identity/Entra_ID_Protection.svg	Entra ID Protection	68	60	Identity
azure	entra_internet_access	identity/Entra_Internet_Access.svg	Entra Internet Access	68	68	Identity
azure	entra_managed_identities	identity/Entra_Managed_Identities.svg	Entra Managed Identities	68	60	Identity
azure	entra_private_access	identity/Entra_Private_Access.svg	Entra Private Access	68	68	Identity
azure	entra_privileged_identity_management	identity/Entra_Privileged_Identity_Management.svg	Entra Privileged Identity Management	68	68	Identity
azure	entra_verified_id	identity/Entra_Verified_ID.svg	Entra Verified ID	68	60	Identity
azure	external_identities	identity/External_Identities.svg	External Identities	62	68	Identity
azure	groups	identity/Groups.svg	Groups	68	56	Identity
azure	identity_governance	identity/Identity_Governance.svg	Identity Governance	64	64	Identity
azure	azure_information_protection	identity/Azure_Information_Protection.svg	Information Protection	51	68	Identity
azure	managed_identities	identity/Managed_Identities.svg	Managed Identities	68	66	Identity
azure	multi_factor_authentication	identity/Multi_Factor_Authentication.svg	Multi-Factor Authentication	68	68	Identity
azure	pim	identity/PIM.svg	PIM	60	68	Identity
azure	security	identity/Security.svg	Security	57	68	Identity
azure	tenant_properties	identity/Tenant_Properties.svg	Tenant Properties	68	48	Identity
azure	user_settings	identity/User_Settings.svg	User Settings	68	57	Identity
azure	users	identity/Users.svg	Users	64	70	Identity
azure	verifiable_credentials	identity/Verifiable_Credentials.svg	Verifiable Credentials	68	68	Identity
azure	verification_as_a_service	identity/Verification_As_A_Service.svg	Verification As A Service	68	68	Identity
azure	azure_api_for_fhir	integration/Azure_API_for_FHIR.svg	API for FHIR	68	65	Integration
azure	api_management_services_integration	integration/API_Management_Services.svg	API Management Services	65	60	Integration
azure	app_configuration	integration/App_Configuration.svg	App Configuration	64	68	Integration
azure	azure_data_catalog	integration/Azure_Data_Catalog.svg	Data Catalog	60	67	Integration
azure	event_grid_domains	integration/Event_Grid_Domains.svg	Event Grid Domains	67	60	Integration
azure	event_grid_subscriptions	integration/Event_Grid_Subscriptions.svg	Event Grid Subscriptions	67	60	Integration
azure	event_grid_topics	integration/Event_Grid_Topics.svg	Event Grid Topics	67	60	Integration
azure	integration_accounts	integration/Integration_Accounts.svg	Integration Accounts	64	64	Integration
azure	integration_environments	integration/Integration_Environments.svg	Integration Environments	64	68	Integration
azure	integration_service_environments	integration/Integration_Service_Environments.svg	Integration Service Environments	68	68	Integration
azure	logic_apps	integration/Logic_Apps.svg	Logic Apps	67	52	Integration
azure	logic_apps_custom_connector	integration/Logic_Apps_Custom_Connector.svg	Logic Apps Custom Connector	68	68	Integration
azure	partner_namespace	integration/Partner_Namespace.svg	Partner Namespace	68	61	Integration
azure	partner_registration	integration/Partner_Registration.svg	Partner Registration	68	63	Integration
azure	partner_topic	integration/Partner_Topic.svg	Partner Topic	68	61	Integration
azure	relays	integration/Relays.svg	Relays	67	60	Integration
azure	sendgrid_accounts	integration/SendGrid_Accounts.svg	SendGrid Accounts	67	68	Integration
azure	service_bus_integration	integration/Service_Bus.svg	Service Bus	68	60	Integration
azure	software_as_a_service	integration/Software_as_a_Service.svg	Software as a Service	64	53	Integration
azure	sql_data_warehouses_integration	integration/SQL_Data_Warehouses.svg	SQL Data Warehouses	64	65	Integration
azure	system_topic	integration/System_Topic.svg	System Topic	68	60	Integration
azure	azure_ad_roles_and_administrators	intune/Azure_AD_Roles_and_Administrators.svg	AD Roles and Administrators	64	64	Intune
azure	client_apps	intune/Client_Apps.svg	Client Apps	68	68	Intune
azure	device_compliance	intune/Device_Compliance.svg	Device Compliance	62	68	Intune
azure	device_configuration	intune/Device_Configuration.svg	Device Configuration	62	68	Intune
azure	device_enrollment	intune/Device_Enrollment.svg	Device Enrollment	68	60	Intune
azure	device_security_apple	intune/Device_Security_Apple.svg	Device Security Apple	68	69	Intune
azure	device_security_google	intune/Device_Security_Google.svg	Device Security Google	68	69	Intune
azure	device_security_windows	intune/Device_Security_Windows.svg	Device Security Windows	68	68	Intune
azure	devices	intune/Devices.svg	Devices	68	60	Intune
azure	ebooks	intune/eBooks.svg	eBooks	68	60	Intune
azure	exchange_access	intune/Exchange_Access.svg	Exchange Access	56	68	Intune
azure	intune	intune/Intune.svg	Intune	68	62	Intune
azure	intune_for_education	intune/Intune_For_Education.svg	Intune for Education	68	62	Intune
azure	mindaro	intune/Mindaro.svg	Mindaro	67	68	Intune
azure	security_baselines	intune/Security_Baselines.svg	Security Baselines	68	68	Intune
azure	software_updates	intune/Software_Updates.svg	Software Updates	68	60	Intune
azure	tenant_status	intune/Tenant_Status.svg	Tenant Status	64	68	Intune
azure	device_provisioning_services	iot/Device_Provisioning_Services.svg	Device Provisioning Services	64	66	IOT
azure	digital_twins	iot/Digital_Twins.svg	Digital Twins	68	68	IOT
azure	event_hubs_iot	iot/Event_Hubs.svg	Event Hubs	67	60	IOT
azure	function_apps_iot	iot/Function_Apps.svg	Function Apps	68	60	IOT
azure	industrial_iot	iot/Industrial_IoT.svg	Industrial IoT	63	68	IOT
azure	iot_central_applications	iot/IoT_Central_Applications.svg	IoT Central Applications	60	69	IOT
azure	iot_edge	iot/IoT_Edge.svg	IoT Edge	68	68	IOT
azure	iot_hub	iot/IoT_Hub.svg	IoT Hub	64	64	IOT
azure	azure_iot_operations	iot/Azure_IoT_Operations.svg	IoT Operations	68	64	IOT
azure	logic_apps_iot	iot/Logic_Apps.svg	Logic Apps	67	52	IOT
azure	azure_maps_accounts	iot/Azure_Maps_Accounts.svg	Maps Accounts	68	68	IOT
azure	notification_hubs_iot	iot/Notification_Hubs.svg	Notification Hubs	67	56	IOT
azure	stream_analytics_jobs_iot	iot/Stream_Analytics_Jobs.svg	Stream Analytics Jobs	68	58	IOT
azure	time_series_data_sets	iot/Time_Series_Data_Sets.svg	Time Series Data Sets	51	68	IOT
azure	time_series_insights_environments	iot/Time_Series_Insights_Environments.svg	Time Series Insights Environments	67	68	IOT
